dh_utc,humidite,id_station,nebulosite,neige_au_sol,pluie_1h,pluie_3h,point_de_rosee,pression,temperature,temps_omm,vent_direction,vent_moyen,vent_rafales,visibilite
2024-10-05 00:00:00,89,07015,,,0,0,5.9,1020.7,7.6,,90,3.6,7.2,6000
2024-10-05 01:00:00,92,07015,,,0,,6.3,1020.6,7.5,,30,3.6,7.2,7000
2024-10-05 02:00:00,93,07015,,,0,,6.3,1020.3,7.4,10,40,7.2,7.2,4400
2024-10-05 03:00:00,95,07015,,,0,0,5.5,1020.1,6.2,10,60,3.6,7.2,2500
2024-10-05 04:00:00,96,07015,,,0,,4.9,1019.9,5.5,44,90,3.6,3.6,500
2024-10-05 05:00:00,98,07015,,,0,,4.7,1019.8,5,44,100,3.6,3.6,300
2024-10-05 06:00:00,100,07015,8,,0,0,5.1,1019.7,5.1,45,100,3.6,10.8,100
2024-10-05 07:00:00,100,07015,,,0,,5.8,1019.5,5.8,44,90,3.6,10.8,700
2024-10-05 08:00:00,98,07015,,,0,,7.9,1019.6,8.2,,120,7.2,10.8,5000
2024-10-05 09:00:00,84,07015,,,0,0,8.7,1019.6,11.3,,140,7.2,10.8,6000
2024-10-05 10:00:00,72,07015,,,0,,8.8,1019.1,13.8,,140,7.2,10.8,11000
2024-10-05 11:00:00,65,07015,,,0,,8.9,1018.4,15.5,,150,7.2,14.4,26000
2024-10-05 12:00:00,57,07015,,,0,0,8.3,1017.4,16.9,,160,10.8,21.6,25000
2024-10-05 13:00:00,58,07015,,,0,,8.9,1016.4,17.2,,140,10.8,32.4,25000
2024-10-05 14:00:00,56,07015,,,0,,7.4,1015.9,16.2,,160,10.8,28.8,30000
2024-10-05 15:00:00,58,07015,7,,0,0,7.5,1015.3,15.8,,90,14.4,21.6,30000
2024-10-05 16:00:00,61,07015,,,0,,7.4,1014.5,14.9,,100,14.4,21.6,19000
2024-10-05 17:00:00,71,07015,,,0,,7.4,1013.9,12.5,,90,10.8,18,40000
2024-10-05 18:00:00,78,07015,,,0,0,7.2,1013.7,10.9,,90,10.8,14.4,30000
2024-10-05 19:00:00,81,07015,,,0,,7.3,1013.3,10.4,,90,7.2,10.8,19000
2024-10-05 20:00:00,85,07015,,,0,,6.8,1012.9,9.2,,90,10.8,18,20000
2024-10-05 21:00:00,86,07015,,,0,0,6.5,1012.4,8.7,,100,14.4,21.6,22000
2024-10-05 22:00:00,86,07015,,,0,,6.1,1012.3,8.3,,120,7.2,18,26000
2024-10-05 23:00:00,88,07015,,,0,,5.7,1011.4,7.6,,120,7.2,14.4,21000
2024-10-06 00:00:00,87,07015,,,0.2,0.2,5.4,1010.8,7.4,,100,10.8,18,21000
2024-10-06 01:00:00,88,07015,,,0,,5.9,1010.2,7.8,,120,10.8,18,22000
2024-10-06 02:00:00,89,07015,,,0,,6.2,1009,7.9,,100,14.4,25.2,21000
2024-10-06 03:00:00,89,07015,6,,0,0,6.5,1008.5,8.2,,110,14.4,25.2,26000
2024-10-06 04:00:00,89,07015,8,,0,,6.5,1007.8,8.2,,110,18,28.8,26000
2024-10-06 05:00:00,89,07015,8,,0,,6.7,1007.2,8.4,,110,18,25.2,26000
2024-10-06 06:00:00,88,07015,8,,0,0,6.9,1007,8.8,,110,21.6,28.8,27000
2024-10-06 07:00:00,85,07015,8,,0,,7,1006.4,9.4,,90,18,32.4,23000
2024-10-06 08:00:00,85,07015,7,,0,,7.5,1006.2,9.9,,110,14.4,32.4,30000
2024-10-06 09:00:00,79,07015,8,,0,0,8.5,1005.3,12,,120,21.6,32.4,19000
2024-10-06 10:00:00,71,07015,,,0,,8.4,1004.8,13.6,,140,21.6,39.6,20000
2024-10-06 11:00:00,67,07015,,,0,,9.3,1004,15.4,,140,25.2,43.2,16000
2024-10-06 12:00:00,69,07015,7,,0,0,9.4,1003.1,15,,140,25.2,39.6,17000
2024-10-06 13:00:00,69,07015,7,,0,,9.6,1002.4,15.3,,130,25.2,36,19000
2024-10-06 14:00:00,71,07015,8,,0,,9.8,1002,15,,150,25.2,46.8,22000
2024-10-06 15:00:00,88,07015,8,,0,,11.4,1002.1,13.3,61,160,21.6,43.2,3900
2024-10-06 16:00:00,88,07015,8,,0,,11.3,1001.7,13.2,,150,18,32.4,19000
2024-10-06 17:00:00,95,07015,8,,0,,12.2,1001.7,13,10,160,18,28.8,4600
2024-10-06 18:00:00,98,07015,8,,0,,12.8,1001.3,13.1,10,160,14.4,25.2,3000
2024-10-06 19:00:00,98,07015,8,,0,,13.2,1001,13.5,,160,14.4,25.2,15000
2024-10-06 20:00:00,97,07015,8,,0,,13.4,1000.3,13.9,,150,18,32.4,14000
2024-10-06 21:00:00,98,07015,8,,0.2,0.2,14.1,1000,14.4,,160,18,28.8,14000
2024-10-06 22:00:00,98,07015,8,,0,,14.8,1000,15.1,,170,18,28.8,14000
2024-10-06 23:00:00,95,07015,7,,0.2,,15,999.4,15.8,,180,25.2,36,30000
2024-10-07 00:00:00,94,07015,,,0,0.2,14.3,999.5,15.3,,190,21.6,36,35000
2024-10-07 01:00:00,94,07015,6,,0,,13.9,1000.4,14.9,,210,18,32.4,35000
2024-10-07 02:00:00,86,07015,7,,0,,12.5,1001,14.8,,230,18,36,45000
2024-10-07 03:00:00,87,07015,7,,0,0,11.9,1001.2,14,,220,14.4,32.4,40000
2024-10-07 04:00:00,92,07015,6,,0,,11.6,1001.8,12.9,,210,14.4,25.2,35000
2024-10-07 05:00:00,92,07015,,,0,,11,1001.8,12.3,,200,14.4,25.2,35000
2024-10-07 06:00:00,94,07015,,,0,0,10.9,1002,11.8,,200,14.4,18,35000
2024-10-07 07:00:00,93,07015,,,0,,11.6,1002.2,12.7,,170,7.2,21.6,27000
2024-10-07 08:00:00,90,07015,,,0,,12.6,1002.9,14.2,,190,14.4,21.6,19000
2024-10-07 09:00:00,81,07015,,,0,0,12.4,1003.5,15.7,,200,18,32.4,19000
2024-10-07 10:00:00,75,07015,,,0,,12.3,1003,16.8,,180,21.6,32.4,21000
2024-10-07 11:00:00,71,07015,,,0,,12.3,1003.3,17.6,,170,18,32.4,19000
2024-10-05 00:00:00,95,00052,,,0,,5.6,1019.1,6.4,,134,0,,
2024-10-05 00:10:00,95,00052,,,,,5.6,1019.1,6.3,,134,0,,
2024-10-05 00:20:00,96,00052,,,,,5.6,1019,6.3,,134,0,,
2024-10-05 00:30:00,96,00052,,,,,6.1,1019,6.4,,134,0,,
2024-10-05 00:40:00,95,00052,,,,,5.6,1019,6.3,,134,0,,
2024-10-05 00:50:00,95,00052,,,,,5.6,1018.9,6.2,,134,0,,
2024-10-05 01:00:00,95,00052,,,0,,5.6,1018.9,6.1,,134,0,,
2024-10-05 01:10:00,95,00052,,,,,5,1018.8,5.8,,134,0,,
2024-10-05 01:20:00,95,00052,,,,,5,1018.8,5.4,,134,0,,
2024-10-05 01:30:00,95,00052,,,,,4.4,1018.7,5.2,,134,0,,
2024-10-05 01:40:00,95,00052,,,,,4.4,1018.7,5,,134,0,,
2024-10-05 01:50:00,95,00052,,,,,4.4,1018.7,4.9,,134,0,,
2024-10-05 02:00:00,96,00052,,,0,,4.4,1018.6,4.8,,134,0,,
2024-10-05 02:10:00,96,00052,,,,,4.4,1018.6,4.8,,134,0,,
2024-10-05 02:20:00,96,00052,,,,,4.4,1018.5,4.8,,134,0,,
2024-10-05 02:30:00,96,00052,,,,,4.4,1018.5,4.9,,134,0,,
2024-10-05 02:40:00,96,00052,,,,,4.4,1018.5,4.8,,134,0,,
2024-10-05 02:50:00,96,00052,,,,,3.9,1018.5,4.7,,134,0,,
2024-10-05 03:00:00,96,00052,,,0,,3.9,1018.5,4.6,,134,0,,
2024-10-05 03:10:00,96,00052,,,,,3.9,1018.4,4.4,,134,0,,
2024-10-05 03:20:00,96,00052,,,,,3.9,1018.4,4.3,,134,0,,
2024-10-05 03:30:00,96,00052,,,,,3.3,1018.3,4.1,,134,0,,
2024-10-05 03:40:00,96,00052,,,,,3.3,1018.3,4.1,,134,0,,
2024-10-05 03:50:00,96,00052,,,,,3.3,1018.3,3.9,,134,0,,
2024-10-05 04:00:00,96,00052,,,0,,3.3,1018.2,3.9,,134,0,,
2024-10-05 04:10:00,97,00052,,,,,3.9,1018.2,4.1,,134,0,,
2024-10-05 04:20:00,97,00052,,,,,3.9,1018.1,4.1,,134,0,,
2024-10-05 04:30:00,96,00052,,,,,3.3,1018.2,3.9,,134,0,,
2024-10-05 04:40:00,96,00052,,,,,3.3,1018.2,3.8,,134,0,,
2024-10-05 04:50:00,96,00052,,,,,3.3,1018.1,3.7,,134,0,,
2024-10-05 05:00:00,97,00052,,,0,,3.3,1018.1,3.7,,134,0,,
2024-10-05 05:10:00,97,00052,,,,,3.3,1018.1,3.8,,134,0,,
2024-10-05 05:20:00,97,00052,,,,,3.3,1018.1,3.8,,134,0,,
2024-10-05 05:30:00,96,00052,,,,,3.3,1018,3.6,,134,0,,
2024-10-05 05:40:00,96,00052,,,,,2.8,1017.9,3.4,,134,0,,
2024-10-05 05:50:00,97,00052,,,,,3.3,1017.8,3.5,,134,0,,
2024-10-05 06:00:00,97,00052,,,0,,3.3,1017.9,3.5,,134,0,,
2024-10-05 06:10:00,97,00052,,,,,3.3,1017.8,3.4,,134,0,,
2024-10-05 06:20:00,97,00052,,,,,3.3,1017.8,3.6,,134,0,,
2024-10-05 06:30:00,97,00052,,,,,3.3,1017.8,3.6,,134,0,,
2024-10-05 06:40:00,97,00052,,,,,3.3,1017.8,3.7,,134,0,,
2024-10-05 06:50:00,97,00052,,,,,3.3,1017.7,3.8,,134,0,,
2024-10-05 07:00:00,97,00052,,,0,,3.9,1017.8,4.1,,134,0,,
2024-10-05 07:10:00,97,00052,,,,,3.9,1017.7,4.4,,134,0,,
2024-10-05 07:20:00,98,00052,,,,,5.6,1017.8,5.7,,134,0,,
2024-10-05 07:30:00,98,00052,,,,,6.1,1017.9,6.5,,234,0,,
2024-10-05 07:40:00,98,00052,,,,,6.7,1017.8,7.2,,234,0,,
2024-10-05 07:50:00,98,00052,,,,,7.8,1017.8,8.1,,234,0,,
2024-10-05 08:00:00,97,00052,,,0,,8.3,1017.8,8.9,,234,0,,
2024-10-05 08:10:00,93,00052,,,,,8.3,1017.7,9.2,,227,0,,
2024-10-05 08:20:00,90,00052,,,,,8.9,1017.9,10.3,,227,0,,
2024-10-05 08:30:00,86,00052,,,,,8.3,1017.8,10.7,,225,0,,
2024-10-05 08:40:00,85,00052,,,,,8.3,1017.9,10.9,,223,0,,
2024-10-05 08:50:00,85,00052,,,,,8.9,1017.8,11.3,,224,0,,
2024-10-05 09:00:00,83,00052,,,0,,8.9,1017.9,11.9,,226,0,,
2024-10-05 09:10:00,82,00052,,,,,8.9,1017.8,12.1,,223,0,,
2024-10-05 09:20:00,81,00052,,,,,9.4,1017.8,12.3,,239,0,,
2024-10-05 09:30:00,81,00052,,,,,9.4,1017.6,12.7,,246,0,,
2024-10-05 09:40:00,80,00052,,,,,9.4,1017.5,13,,240,1.6,,
2024-10-05 09:50:00,78,00052,,,,,9.4,1017.4,13.4,,232,0,,
2024-10-05 10:00:00,78,00052,,,0,,10,1017.3,13.5,,232,1.6,,
2024-10-05 10:10:00,76,00052,,,,,10,1017.2,14,,234,0,,
2024-10-05 10:20:00,76,00052,,,,,10,1017.1,13.9,,234,1.6,,
2024-10-05 10:30:00,76,00052,,,,,10,1017,14.3,,245,1.6,,
2024-10-05 10:40:00,75,00052,,,,,10.6,1016.9,14.7,,65,1.6,,
2024-10-05 10:50:00,73,00052,,,,,10,1016.8,15.1,,274,0,,
2024-10-05 11:00:00,71,00052,,,0,,10,1016.6,15.3,,57,1.6,,
2024-10-05 11:10:00,70,00052,,,,,10,1016.5,15.3,,258,1.6,,
2024-10-05 11:20:00,70,00052,,,,,10,1016.3,15.7,,258,1.6,,
2024-10-05 11:30:00,68,00052,,,,,10,1016.1,16.1,,259,1.6,,
2024-10-05 11:40:00,65,00052,,,,,9.4,1015.9,16.2,,48,3.2,,
2024-10-05 11:50:00,65,00052,,,,,10,1015.8,16.5,,118,1.6,,
2024-10-05 12:00:00,62,00052,,,0,,8.9,1015.6,16.5,,269,1.6,,
2024-10-05 12:10:00,62,00052,,,,,9.4,1015.4,16.7,,225,1.6,,
2024-10-05 12:20:00,61,00052,,,,,8.9,1015.3,16.7,,257,3.2,,
2024-10-05 12:30:00,61,00052,,,,,8.9,1015.1,16.7,,274,1.6,,
2024-10-05 12:40:00,61,00052,,,,,8.9,1014.9,16.8,,247,1.6,,
2024-10-05 12:50:00,60,00052,,,,,8.9,1014.8,16.9,,45,3.2,,
2024-10-05 13:00:00,60,00052,,,0,,8.9,1014.6,17,,313,3.2,,
2024-10-05 13:10:00,60,00052,,,,,8.9,1014.5,16.8,,271,1.6,,
2024-10-05 13:20:00,59,00052,,,,,8.3,1014.4,16.8,,270,1.6,,
2024-10-05 13:30:00,60,00052,,,,,9.4,1014.5,17.2,,215,1.6,,
2024-10-05 13:40:00,59,00052,,,,,8.9,1014.4,17.1,,54,1.6,,
2024-10-05 13:50:00,58,00052,,,,,8.3,1014.2,16.9,,269,1.6,,
2024-10-05 14:00:00,59,00052,,,0,,8.9,1014.2,17,,286,1.6,,
2024-10-05 14:10:00,60,00052,,,,,8.9,1014,16.7,,76,1.6,,
2024-10-05 14:20:00,60,00052,,,,,8.3,1013.9,16.5,,279,1.6,,
2024-10-05 14:30:00,57,00052,,,,,7.8,1013.9,16.3,,55,1.6,,
2024-10-05 14:40:00,58,00052,,,,,7.8,1013.7,16.2,,243,1.6,,
2024-10-05 14:50:00,60,00052,,,,,8.3,1013.5,16.2,,76,1.6,,
2024-10-05 15:00:00,59,00052,,,0,,8.3,1013.5,16.4,,87,0,,
2024-10-05 15:10:00,60,00052,,,,,8.3,1013.4,16.3,,59,1.6,,
2024-10-05 15:20:00,61,00052,,,,,8.3,1013.4,16.1,,53,1.6,,
2024-10-05 15:30:00,62,00052,,,,,8.3,1013.2,15.9,,38,0,,
2024-10-05 15:40:00,62,00052,,,,,8.3,1013,15.7,,267,1.6,,
2024-10-05 15:50:00,62,00052,,,,,8.3,1012.8,15.7,,59,1.6,,
2024-10-05 16:00:00,63,00052,,,0,,8.9,1012.7,15.8,,79,1.6,,
2024-10-05 16:10:00,62,00052,,,,,8.3,1012.5,15.9,,46,1.6,,
2024-10-05 16:20:00,63,00052,,,,,8.3,1012.5,15.5,,32,1.6,,
2024-10-05 16:30:00,65,00052,,,,,8.3,1012.4,15,,60,0,,
2024-10-05 16:40:00,66,00052,,,,,8.3,1012.1,14.6,,73,0,,
2024-10-05 16:50:00,67,00052,,,,,8.3,1012.1,14.3,,268,0,,
2024-10-05 17:00:00,69,00052,,,0,,8.3,1012,13.8,,263,0,,
2024-10-05 17:10:00,70,00052,,,,,8.3,1011.9,13.6,,265,0,,
2024-10-05 17:20:00,71,00052,,,,,8.3,1011.9,13.3,,265,0,,
2024-10-05 17:30:00,72,00052,,,,,8.3,1012,13.1,,86,0,,
2024-10-05 17:40:00,73,00052,,,,,8.3,1012,12.9,,65,0,,
2024-10-05 17:50:00,74,00052,,,,,7.8,1011.9,12.6,,66,0,,
2024-10-05 18:00:00,76,00052,,,0,,8.3,1011.8,12.2,,66,0,,
2024-10-05 18:10:00,77,00052,,,,,7.8,1011.8,11.8,,66,0,,
2024-10-05 18:20:00,78,00052,,,,,7.8,1011.8,11.7,,67,0,,
2024-10-05 18:30:00,78,00052,,,,,7.8,1011.7,11.7,,72,0,,
2024-10-05 18:40:00,78,00052,,,,,7.8,1011.5,11.6,,106,0,,
2024-10-05 18:50:00,79,00052,,,,,7.8,1011.6,11.3,,83,0,,
2024-10-05 19:00:00,79,00052,,,0,,7.8,1011.4,11.3,,74,0,,
2024-10-05 19:10:00,79,00052,,,,,7.8,1011.3,11.2,,127,0,,
2024-10-05 19:20:00,80,00052,,,,,7.8,1011.2,11.1,,123,0,,
2024-10-05 19:30:00,81,00052,,,,,7.8,1011.2,10.9,,104,0,,
2024-10-05 19:40:00,81,00052,,,,,7.8,1011.1,10.8,,98,0,,
2024-10-05 19:50:00,81,00052,,,,,7.2,1011.1,10.6,,98,0,,
2024-10-05 20:00:00,82,00052,,,0,,7.8,1011.1,10.4,,98,0,,
2024-10-05 20:10:00,82,00052,,,,,7.2,1010.9,10.4,,98,0,,
2024-10-05 20:20:00,82,00052,,,,,7.2,1010.7,10.3,,98,0,,
2024-10-05 20:30:00,82,00052,,,,,7.2,1010.8,10.2,,117,0,,
2024-10-05 20:40:00,83,00052,,,,,7.2,1010.7,10.1,,116,0,,
2024-10-05 20:50:00,83,00052,,,,,7.2,1010.6,9.9,,116,0,,
2024-10-05 21:00:00,84,00052,,,0,,7.2,1010.6,9.7,,115,0,,
2024-10-05 21:10:00,84,00052,,,,,6.7,1010.6,9.4,,115,0,,
2024-10-05 21:20:00,85,00052,,,,,6.7,1010.6,9.2,,116,0,,
2024-10-05 21:30:00,86,00052,,,,,6.7,1010.5,8.9,,116,0,,
2024-10-05 21:40:00,86,00052,,,,,6.7,1010.6,8.7,,115,0,,
2024-10-05 21:50:00,87,00052,,,,,6.1,1010.5,8.3,,115,0,,
2024-10-05 22:00:00,88,00052,,,0,,6.1,1010.4,8.1,,115,0,,
2024-10-05 22:10:00,88,00052,,,,,6.1,1010.3,7.8,,116,0,,
2024-10-05 22:20:00,90,00052,,,,,6.7,1010.1,7.9,,116,0,,
2024-10-05 22:30:00,90,00052,,,,,6.7,1009.9,7.9,,115,0,,
2024-10-05 22:40:00,90,00052,,,,,6.7,1009.8,8,,115,0,,
2024-10-05 22:50:00,88,00052,,,,,6.7,1009.7,8.4,,109,0,,
2024-10-05 23:00:00,87,00052,,,0,,6.7,1009.7,8.5,,111,0,,
2024-10-05 23:10:00,87,00052,,,,,6.7,1009.6,8.4,,107,0,,
2024-10-05 23:20:00,87,00052,,,,,6.7,1009.5,8.4,,107,0,,
2024-10-05 23:30:00,87,00052,,,,,6.7,1009.4,8.5,,167,0,,
2024-10-05 23:40:00,86,00052,,,,,6.7,1009.3,8.6,,150,0,,
2024-10-05 23:50:00,86,00052,,,,,6.7,1009,8.7,,137,0,,
2024-10-06 00:00:00,85,00052,,,0,,6.7,1009,8.9,,143,0,,
2024-10-06 00:10:00,85,00052,,,,,6.7,1008.8,8.9,,169,0,,
2024-10-06 00:20:00,85,00052,,,,,6.7,1008.6,8.9,,145,0,,
2024-10-06 00:30:00,85,00052,,,,,6.7,1008.7,8.8,,142,0,,
2024-10-06 00:40:00,85,00052,,,,,6.7,1008.6,8.8,,142,0,,
2024-10-06 00:50:00,86,00052,,,,,6.7,1008.4,8.6,,134,0,,
2024-10-06 01:00:00,86,00052,,,0,,6.1,1008.1,8.6,,190,0,,
2024-10-06 01:10:00,86,00052,,,,,6.7,1007.9,8.7,,121,0,,
2024-10-06 01:20:00,85,00052,,,,,6.7,1007.8,8.8,,162,0,,
2024-10-06 01:30:00,85,00052,,,,,6.1,1007.6,8.7,,130,0,,
2024-10-06 01:40:00,86,00052,,,,,6.7,1007.3,8.7,,118,0,,
2024-10-06 01:50:00,86,00052,,,,,6.7,1007.1,8.7,,132,0,,
2024-10-06 02:00:00,85,00052,,,0,,6.7,1007.1,8.8,,135,0,,
2024-10-06 02:10:00,85,00052,,,,,6.7,1007,8.8,,133,0,,
2024-10-06 02:20:00,85,00052,,,,,6.7,1006.7,8.9,,194,0,,
2024-10-06 02:30:00,85,00052,,,,,6.7,1006.7,8.9,,115,0,,
2024-10-06 02:40:00,85,00052,,,,,6.7,1006.6,9.1,,100,1.6,,
2024-10-06 02:50:00,85,00052,,,,,6.7,1006.6,9.2,,107,1.6,,
2024-10-06 03:00:00,85,00052,,,0,,7.2,1006.5,9.3,,87,1.6,,
2024-10-06 03:10:00,84,00052,,,,,6.7,1006.2,9.4,,111,1.6,,
2024-10-06 03:20:00,84,00052,,,,,7.2,1006.2,9.5,,229,3.2,,
2024-10-06 03:30:00,84,00052,,,,,6.7,1006,9.4,,95,1.6,,
2024-10-06 03:40:00,84,00052,,,,,6.7,1006,9.3,,183,1.6,,
2024-10-06 03:50:00,85,00052,,,,,6.7,1005.8,9.3,,99,1.6,,
2024-10-06 04:00:00,85,00052,,,0,,7.2,1005.7,9.3,,231,1.6,,
2024-10-06 04:10:00,85,00052,,,,,6.7,1005.6,9.3,,234,1.6,,
2024-10-06 04:20:00,85,00052,,,,,7.2,1005.5,9.4,,246,1.6,,
2024-10-06 04:30:00,85,00052,,,,,7.2,1005.5,9.4,,265,1.6,,
2024-10-06 04:40:00,85,00052,,,,,7.2,1005.3,9.4,,63,1.6,,
2024-10-06 04:50:00,85,00052,,,,,7.2,1005.2,9.4,,97,1.6,,
2024-10-06 05:00:00,85,00052,,,0,,7.2,1005.2,9.5,,38,1.6,,
2024-10-06 05:10:00,85,00052,,,,,7.2,1005.1,9.5,,232,1.6,,
2024-10-06 05:20:00,85,00052,,,,,7.2,1005.1,9.5,,94,1.6,,
2024-10-06 05:30:00,85,00052,,,,,7.2,1005.1,9.5,,97,1.6,,
2024-10-06 05:40:00,85,00052,,,,,7.2,1005.2,9.5,,94,0,,
2024-10-06 05:50:00,85,00052,,,,,7.2,1005.1,9.6,,65,1.6,,
2024-10-06 06:00:00,85,00052,,,0,,7.2,1004.9,9.6,,62,1.6,,
2024-10-06 06:10:00,85,00052,,,,,7.2,1004.9,9.6,,103,1.6,,
2024-10-06 06:20:00,85,00052,,,,,7.2,1004.9,9.6,,244,1.6,,
2024-10-06 06:30:00,84,00052,,,,,7.2,1004.7,9.7,,100,1.6,,
2024-10-06 06:40:00,84,00052,,,,,7.2,1004.8,9.7,,251,1.6,,
2024-10-06 06:50:00,84,00052,,,,,7.2,1004.6,9.8,,194,1.6,,
2024-10-06 07:00:00,83,00052,,,0,,7.2,1004.5,9.9,,91,1.6,,
2024-10-06 07:10:00,83,00052,,,,,7.2,1004.5,10,,252,1.6,,
2024-10-06 07:20:00,83,00052,,,,,7.2,1004.4,10,,136,1.6,,
2024-10-06 07:30:00,83,00052,,,,,7.2,1004.5,10.1,,96,1.6,,
2024-10-06 07:40:00,82,00052,,,,,7.2,1004.4,10.2,,63,3.2,,
2024-10-06 07:50:00,82,00052,,,,,7.8,1004.4,10.4,,86,3.2,,
2024-10-06 08:00:00,81,00052,,,0,,7.8,1004,10.9,,92,3.2,,
2024-10-06 08:10:00,80,00052,,,,,7.8,1004,11.1,,88,3.2,,
2024-10-06 08:20:00,80,00052,,,,,7.8,1003.7,11.2,,98,3.2,,
2024-10-06 08:30:00,79,00052,,,,,8.3,1003.6,11.6,,55,3.2,,
2024-10-06 08:40:00,78,00052,,,,,8.3,1003.4,12.1,,118,3.2,,
2024-10-06 08:50:00,77,00052,,,,,8.3,1003.5,12.4,,85,3.2,,
2024-10-06 09:00:00,76,00052,,,0,,8.3,1003.4,12.6,,69,3.2,,
2024-10-06 09:10:00,76,00052,,,,,8.3,1003.2,12.6,,285,4.8,,
2024-10-06 09:20:00,76,00052,,,,,8.9,1003.2,12.8,,31,4.8,,
2024-10-06 09:30:00,76,00052,,,,,8.9,1003.2,13.3,,246,1.6,,
2024-10-06 09:40:00,75,00052,,,,,8.9,1003.2,13.4,,94,3.2,,
2024-10-06 09:50:00,75,00052,,,,,9.4,1003,13.6,,32,3.2,,
2024-10-06 10:00:00,75,00052,,,0,,9.4,1002.9,13.7,,269,4.8,,
2024-10-06 10:10:00,74,00052,,,,,9.4,1002.6,14,,258,4.8,,
2024-10-06 10:20:00,73,00052,,,,,9.4,1002.6,14.3,,249,3.2,,
2024-10-06 10:30:00,73,00052,,,,,9.4,1002.4,14.4,,240,4.8,,
2024-10-06 10:40:00,73,00052,,,,,10,1002.3,14.7,,275,4.8,,
2024-10-06 10:50:00,71,00052,,,,,10,1002.2,15.1,,268,3.2,,
2024-10-06 11:00:00,71,00052,,,0,,9.4,1002,14.9,,272,4.8,,
2024-10-06 11:10:00,72,00052,,,,,10,1001.9,15.1,,192,4.8,,
2024-10-06 11:20:00,70,00052,,,,,10,1001.7,15.7,,57,3.2,,
2024-10-06 11:30:00,71,00052,,,,,10,1001.6,15.3,,252,4.8,,
2024-10-06 11:40:00,72,00052,,,,,10,1001.4,15.2,,74,3.2,,
2024-10-06 11:50:00,71,00052,,,,,10.6,1001.4,15.8,,215,4.8,,
2024-10-06 12:00:00,72,00052,,,0,,10,1001.2,15.2,,240,4.8,,
2024-10-06 12:10:00,73,00052,,,,,10,1001.1,14.8,,67,4.8,,
2024-10-06 12:20:00,73,00052,,,,,10,1001.1,15,,242,4.8,,
2024-10-06 12:30:00,72,00052,,,,,10.6,1000.8,15.3,,208,4.8,,
2024-10-06 12:40:00,71,00052,,,,,10,1000.8,15.4,,104,4.8,,
2024-10-06 12:50:00,72,00052,,,,,10.6,1000.6,15.4,,242,3.2,,
2024-10-06 13:00:00,71,00052,,,0,,10,1000.4,15.3,,304,3.2,,
2024-10-06 13:10:00,71,00052,,,,,10,1000.4,15.2,,20,4.8,,
2024-10-06 13:20:00,72,00052,,,,,10.6,1000.4,15.4,,295,4.8,,
2024-10-06 13:30:00,72,00052,,,,,10.6,1000.1,15.7,,273,4.8,,
2024-10-06 13:40:00,73,00052,,,,,10.6,1000.2,15.6,,281,4.8,,
2024-10-06 13:50:00,74,00052,,,,,10.6,1000.2,15.4,,157,4.8,,
2024-10-06 14:00:00,76,00052,,,0,,11.1,1000.1,15.2,,49,4.8,,
2024-10-06 14:10:00,76,00052,,,,,10.6,1000,15,,279,4.8,,
2024-10-06 14:20:00,78,00052,,,,,11.1,1000.2,14.8,,77,4.8,,
2024-10-06 14:30:00,79,00052,,,,,11.1,1000.2,14.7,,216,4.8,,
2024-10-06 14:40:00,79,00052,,,,,11.1,1000.2,14.4,,287,3.2,,
2024-10-06 14:50:00,80,00052,,,,,11.1,1000.2,14.3,,279,3.2,,
2024-10-06 15:00:00,80,00052,,,0,,11.1,1000.2,14.2,,239,3.2,,
2024-10-06 15:10:00,82,00052,,,,,11.1,1000.2,14.1,,51,3.2,,
2024-10-06 15:20:00,83,00052,,,,,11.1,1000,13.9,,286,3.2,,
2024-10-06 15:30:00,84,00052,,,,,11.1,999.9,13.8,,246,3.2,,
2024-10-06 15:40:00,85,00052,,,,,11.1,999.9,13.7,,254,3.2,,
2024-10-06 15:50:00,85,00052,,,,,11.1,999.8,13.6,,228,3.2,,
2024-10-06 16:00:00,86,00052,,,0,,11.1,999.8,13.6,,228,1.6,,
2024-10-06 16:10:00,86,00052,,,,,11.1,999.7,13.6,,222,1.6,,
2024-10-06 16:20:00,88,00052,,,,,11.7,999.6,13.4,,237,4.8,,
2024-10-06 16:30:00,90,00052,,,,,11.7,999.6,13.2,,100,3.2,,
2024-10-06 16:40:00,91,00052,,,,,11.7,999.6,13.1,,257,1.6,,
2024-10-06 16:50:00,92,00052,,,,,11.7,999.6,13.1,,262,1.6,,
2024-10-06 17:00:00,92,00052,,,0,,11.7,999.6,13.1,,263,3.2,,
2024-10-06 17:10:00,93,00052,,,,,12.2,999.4,13.1,,232,3.2,,
2024-10-06 17:20:00,94,00052,,,,,12.2,999.3,13.1,,208,1.6,,
2024-10-06 17:30:00,94,00052,,,,,12.2,999.5,13.1,,267,1.6,,
2024-10-06 17:40:00,94,00052,,,,,12.2,999.4,13.1,,70,1.6,,
2024-10-06 17:50:00,95,00052,,,,,12.2,999.3,13.1,,273,3.2,,
2024-10-06 18:00:00,95,00052,,,0,,12.2,999.2,13.2,,247,1.6,,
2024-10-06 18:10:00,95,00052,,,,,12.8,999.2,13.3,,280,1.6,,
2024-10-06 18:20:00,95,00052,,,,,12.8,999.1,13.3,,80,1.6,,
2024-10-06 18:30:00,95,00052,,,,,12.8,999,13.3,,245,1.6,,
