dh_utc,humidite,id_station,nebulosite,neige_au_sol,pluie_1h,pluie_3h,point_de_rosee,pression,temperature,temps_omm,vent_direction,vent_moyen,vent_rafales,visibilite
2024-10-06 00:10:00,93,STATIC0010,,,,,7.2,1010.1,8.2,,140,0,,
2024-10-06 00:20:00,93,STATIC0010,,,,,7.2,1010,8.2,,95,0,,
2024-10-06 00:30:00,93,STATIC0010,,,,,7.2,1010.1,8.2,,82,0.1,,
2024-10-06 00:40:00,93,STATIC0010,,,,,7.1,1009.9,8.2,,78,0,,
2024-10-06 00:50:00,93,STATIC0010,,,,,6.9,1009.8,8.1,,112,0,,
2024-10-06 01:00:00,92,STATIC0010,,,0,,6.9,1009.4,8.1,,137,0,,
2024-10-06 01:10:00,92,STATIC0010,,,,,6.9,1009.3,8.1,,105,0.1,,
2024-10-06 01:20:00,93,STATIC0010,,,,,6.8,1008.9,8,,103,0.1,,
2024-10-06 01:30:00,93,STATIC0010,,,,,6.9,1008.7,8.1,,81,0.1,,
2024-10-06 01:40:00,93,STATIC0010,,,,,7,1008.5,8.1,,111,0.4,,
2024-10-06 01:50:00,93,STATIC0010,,,,,6.9,1008.3,8.1,,88,0.3,,
2024-10-06 02:00:00,93,STATIC0010,,,0,,7.1,1008.3,8.2,,130,0.2,,
2024-10-06 02:10:00,93,STATIC0010,,,,,7.1,1008.1,8.2,,120,0,,
2024-10-06 02:20:00,93,STATIC0010,,,,,7,1008,8.1,,142,0,,
2024-10-06 02:30:00,93,STATIC0010,,,,,7,1007.9,8.1,,112,0.1,,
2024-10-06 02:40:00,93,STATIC0010,,,,,7.1,1007.9,8.2,,99,0.2,,
2024-10-06 02:50:00,93,STATIC0010,,,,,7.1,1007.8,8.2,,95,0.1,,
2024-10-06 03:00:00,93,STATIC0010,,,0,,7.1,1007.8,8.2,,84,0.1,,
2024-10-06 03:10:00,93,STATIC0010,,,,,7.2,1007.4,8.2,,101,0.2,,
2024-10-06 03:20:00,93,STATIC0010,,,,,7.2,1007.3,8.2,,97,0.6,,
2024-10-06 03:30:00,93,STATIC0010,,,,,7.2,1007.3,8.3,,110,0.2,,
2024-10-06 03:40:00,93,STATIC0010,,,,,7.2,1007.2,8.3,,110,0.3,,
2024-10-06 03:50:00,93,STATIC0010,,,,,7.3,1007,8.3,,112,0.4,,
2024-10-06 04:00:00,93,STATIC0010,,,0,,7.4,1006.9,8.4,,93,0.7,,
2024-10-06 04:10:00,93,STATIC0010,,,,,7.4,1006.8,8.4,,,1.2,,
2024-10-06 04:20:00,93,STATIC0010,,,,,7.4,1006.7,8.4,,,0.6,,
2024-10-06 04:30:00,93,STATIC0010,,,,,7.5,1006.7,8.6,,132,0.3,,
2024-10-06 04:40:00,93,STATIC0010,,,,,7.6,1006.6,8.6,,112,0.9,,
2024-10-06 04:50:00,93,STATIC0010,,,,,7.6,1006.6,8.6,,101,0.8,,
2024-10-06 05:00:00,93,STATIC0010,,,0,,7.7,1006.4,8.7,,106,0.4,,
2024-10-06 05:10:00,93,STATIC0010,,,,,7.7,1006.5,8.7,,116,0.5,,
2024-10-06 05:20:00,93,STATIC0010,,,,,7.7,1006.4,8.7,,96,1.1,,
2024-10-06 05:30:00,93,STATIC0010,,,,,7.8,1006.5,8.8,,118,0.7,,
2024-10-06 05:40:00,93,STATIC0010,,,,,7.8,1006.3,8.8,,112,0.7,,
2024-10-06 05:50:00,93,STATIC0010,,,,,7.8,1006.3,8.8,,138,0.2,,
2024-10-06 06:00:00,93,STATIC0010,,,0,,7.8,1006.3,8.9,,121,0.8,,
2024-10-06 06:10:00,93,STATIC0010,,,,,7.9,1006.1,8.9,,118,0.5,,
2024-10-06 06:20:00,93,STATIC0010,,,,,7.9,1006.2,8.9,,118,1.3,,
2024-10-06 06:30:00,93,STATIC0010,,,,,8,1006.1,9.1,,116,1.3,,
2024-10-06 06:40:00,93,STATIC0010,,,,,8,1006.1,9.1,,112,1.2,,
2024-10-06 06:50:00,93,STATIC0010,,,,,8.1,1006,9.2,,98,0.3,,
2024-10-06 07:00:00,93,STATIC0010,,,0,,8.2,1005.8,9.3,,98,0.9,,
2024-10-06 07:10:00,92,STATIC0010,,,,,8.3,1005.8,9.4,,101,0.8,,
2024-10-06 07:20:00,92,STATIC0010,,,,,8.3,1005.8,9.6,,118,1,,
2024-10-06 07:30:00,92,STATIC0010,,,,,8.4,1006,9.7,,161,0.8,,
2024-10-06 07:40:00,91,STATIC0010,,,,,8.4,1005.7,9.8,,139,0.8,,
2024-10-06 07:50:00,91,STATIC0010,,,,,8.6,1005.5,9.9,,100,1.4,,
2024-10-06 08:00:00,91,STATIC0010,,,0,,8.8,1005.4,10.3,,142,2.1,,
2024-10-06 08:10:00,90,STATIC0010,,,,,9.1,1005.1,10.6,,133,1.6,,
2024-10-06 08:20:00,89,STATIC0010,,,,,9,1005,10.8,,135,2.4,,
2024-10-06 08:30:00,88,STATIC0010,,,,,8.9,1004.8,10.8,,144,2.6,,
2024-10-06 08:40:00,88,STATIC0010,,,,,9.2,1004.8,11.1,,156,1.9,,
2024-10-06 08:50:00,87,STATIC0010,,,,,9.4,1004.8,11.5,,177,2.5,,
2024-10-06 09:00:00,86,STATIC0010,,,0,,9.6,1004.8,11.9,,178,3.2,,
2024-10-06 09:10:00,85,STATIC0010,,,,,9.7,1004.8,12.2,,178,2.9,,
2024-10-06 09:20:00,84,STATIC0010,,,,,9.8,1004.4,12.4,,169,3.9,,
2024-10-06 09:30:00,83,STATIC0010,,,,,9.8,1004.5,12.6,,167,4.1,,
2024-10-06 09:40:00,83,STATIC0010,,,,,10.1,1004.3,12.9,,176,3.1,,
2024-10-06 09:50:00,82,STATIC0010,,,,,10.3,1004.2,13.2,,179,3.6,,
2024-10-06 10:00:00,81,STATIC0010,,,0,,10.2,1004,13.3,,,4.3,,
2024-10-06 10:10:00,80,STATIC0010,,,,,10.3,1003.9,13.6,,172,6.3,,
2024-10-06 10:20:00,80,STATIC0010,,,,,10.3,1003.6,13.7,,172,5.1,,
2024-10-06 10:30:00,80,STATIC0010,,,,,10.5,1003.5,13.9,,170,5.4,,
2024-10-06 10:40:00,80,STATIC0010,,,,,10.6,1003.5,14.1,,173,4.2,,
2024-10-06 10:50:00,79,STATIC0010,,,,,10.9,1003.3,14.5,,172,4.8,,
2024-10-06 11:00:00,78,STATIC0010,,,0,,11,1003,14.7,,172,3.2,,
2024-10-06 11:10:00,79,STATIC0010,,,,,10.8,1002.9,14.4,,173,3.4,,
2024-10-06 11:20:00,80,STATIC0010,,,,,11.1,1002.9,14.6,,171,2.5,,
2024-10-06 11:30:00,78,STATIC0010,,,,,11.3,1002.7,15.2,,164,3.7,,
2024-10-06 11:40:00,77,STATIC0010,,,,,11.3,1002.5,15.3,,171,5.7,,
2024-10-06 11:50:00,77,STATIC0010,,,,,11.7,1002.4,15.6,,,5.5,,
2024-10-06 12:00:00,76,STATIC0010,,,0,,11.3,1002.3,15.4,,169,5.9,,
2024-10-06 12:10:00,77,STATIC0010,,,,,11.3,1002.3,15.3,,177,5.8,,
2024-10-06 12:20:00,78,STATIC0010,,,,,11.3,1002.2,15.1,,173,5,,
2024-10-06 12:30:00,79,STATIC0010,,,,,11.4,1002.1,15.1,,170,5.4,,
2024-10-06 12:40:00,80,STATIC0010,,,,,11.5,1002,14.9,,177,5.2,,
2024-10-06 12:50:00,79,STATIC0010,,,,,11.4,1001.7,15,,169,4.3,,
2024-10-06 13:00:00,79,STATIC0010,,,0,,11.5,1001.6,15.2,,176,3.4,,
2024-10-06 13:10:00,78,STATIC0010,,,,,11.5,1001.6,15.4,,168,4.2,,
2024-10-06 13:20:00,77,STATIC0010,,,,,11.5,1001.6,15.4,,172,5.5,,
2024-10-06 13:30:00,77,STATIC0010,,,,,11.4,1001.4,15.3,,172,6.2,,
2024-10-06 13:40:00,78,STATIC0010,,,,,11.6,1001.5,15.3,,175,5.6,,
2024-10-06 13:50:00,79,STATIC0010,,,,,11.6,1001.4,15.2,,175,4.6,,
2024-10-06 14:00:00,80,STATIC0010,,,0,,11.7,1001.3,15.1,,175,5.4,,
2024-10-06 14:10:00,81,STATIC0010,,,,,11.8,1001.2,15.1,,178,4.1,,
2024-10-06 14:20:00,81,STATIC0010,,,,,11.7,1001.4,14.9,,167,6.4,,
2024-10-06 14:30:00,82,STATIC0010,,,,,11.8,1001.6,14.8,,169,5.8,,
2024-10-06 14:40:00,83,STATIC0010,,,,,11.7,1001.4,14.5,,172,6.6,,
2024-10-06 14:50:00,85,STATIC0010,,,,,11.8,1001.3,14.3,,170,3.6,,
2024-10-06 15:00:00,86,STATIC0010,,,0,,11.9,1001.4,14.2,,169,3.4,,
2024-10-06 15:10:00,86,STATIC0010,,,,,11.9,1001.2,14.2,,172,3.3,,
2024-10-06 15:20:00,86,STATIC0010,,,,,11.9,1001.2,14.2,,169,4,,
2024-10-06 15:30:00,87,STATIC0010,,,,,11.9,1001.1,14.1,,174,5.5,,
2024-10-06 15:40:00,88,STATIC0010,,,,,12,1001.1,14,,173,4.4,,
2024-10-06 15:50:00,88,STATIC0010,,,,,12.1,1001,14,,172,4.2,,
2024-10-06 16:00:00,89,STATIC0010,,,0,,12.2,1001,13.9,,168,4,,
2024-10-06 16:10:00,91,STATIC0010,,,,,12.3,1000.9,13.7,,168,4.8,,
2024-10-06 16:20:00,93,STATIC0010,,,,,12.4,1000.8,13.6,,167,2.7,,
2024-10-06 16:30:00,94,STATIC0010,,,,,12.4,1000.8,13.4,,171,1.7,,
2024-10-06 16:40:00,94,STATIC0010,,,,,12.5,1000.8,13.4,,172,1.5,,
2024-10-06 16:50:00,95,STATIC0010,,,,,12.6,1000.6,13.4,,175,2.3,,
2024-10-06 17:00:00,96,STATIC0010,,,0,,12.7,1000.7,13.4,,164,2.2,,
2024-10-06 17:10:00,96,STATIC0010,,,,,12.8,1000.6,13.4,,172,1.4,,
2024-10-06 17:20:00,96,STATIC0010,,,,,12.8,1000.7,13.4,,170,4.3,,
2024-10-06 17:30:00,97,STATIC0010,,,,,12.9,1000.7,13.4,,177,2,,
2024-10-06 17:40:00,97,STATIC0010,,,,,12.9,1000.5,13.4,,171,3.1,,
2024-10-06 17:50:00,97,STATIC0010,,,,,13.1,1000.7,13.5,,171,3,,
2024-10-06 18:00:00,97,STATIC0010,,,0,,13.1,1000.5,13.6,,169,2,,
2024-10-06 18:10:00,97,STATIC0010,,,,,13.1,1000.4,13.6,,179,0.1,,
2024-10-06 18:20:00,98,STATIC0010,,,,,13.2,1000.3,13.6,,170,0.6,,
2024-10-06 18:30:00,98,STATIC0010,,,,,13.2,1000.3,13.6,,173,0.8,,
2024-10-06 18:40:00,98,STATIC0010,,,,,13.3,1000.3,13.7,,172,0.3,,
2024-10-06 18:50:00,98,STATIC0010,,,,,13.4,1000.1,13.7,,177,1,,
2024-10-06 19:00:00,98,STATIC0010,,,0,,13.4,1000.1,13.7,,160,1.1,,
2024-10-06 19:10:00,98,STATIC0010,,,,,13.4,999.9,13.8,,169,0.4,,
2024-10-06 19:20:00,98,STATIC0010,,,,,13.4,999.9,13.8,,171,0.4,,
2024-10-06 19:30:00,98,STATIC0010,,,,,13.5,999.9,13.8,,135,0.2,,
2024-10-06 19:40:00,98,STATIC0010,,,,,13.6,999.8,13.9,,160,0.3,,
2024-10-06 19:50:00,98,STATIC0010,,,,,13.7,999.9,14,,147,0.2,,
2024-10-06 20:00:00,98,STATIC0010,,,1.6,1.6,13.8,999.7,14.1,,157,0.1,,
2024-10-06 20:10:00,98,STATIC0010,,,,,13.9,999.6,14.2,,0,0,,
2024-10-06 20:20:00,99,STATIC0010,,,,,14,999.5,14.2,,177,0,,
2024-10-06 20:30:00,98,STATIC0010,,,,,14,999.4,14.2,,155,0,,
2024-10-06 20:40:00,99,STATIC0010,,,,,14.1,999.4,14.3,,175,0,,
2024-10-06 20:50:00,99,STATIC0010,,,,,14.2,999.3,14.4,,146,0.4,,
2024-10-06 21:00:00,99,STATIC0010,,,0.2,1.8,14.4,999.2,14.6,,154,0.5,,
2024-10-06 21:10:00,99,STATIC0010,,,,,14.6,999.1,14.7,,170,0.7,,
2024-10-06 21:20:00,99,STATIC0010,,,,,14.7,998.9,14.8,,163,1,,
2024-10-06 21:30:00,99,STATIC0010,,,,,14.8,998.8,14.9,,165,1.3,,
2024-10-06 21:40:00,99,STATIC0010,,,,,14.8,999,14.9,,169,1.1,,
2024-10-06 21:50:00,99,STATIC0010,,,,,15,999,15.1,,157,0.6,,
2024-10-06 22:00:00,99,STATIC0010,,,0,1.8,15.1,998.9,15.2,,168,1.3,,
2024-10-06 22:10:00,99,STATIC0010,,,,,15.1,998.8,15.2,,175,0.9,,
2024-10-06 22:20:00,99,STATIC0010,,,,,15.2,998.9,15.3,,174,0.9,,
2024-10-06 22:30:00,99,STATIC0010,,,,,15.3,999,15.4,,210,0.4,,
2024-10-06 22:40:00,100,STATIC0010,,,,,15.5,999,15.6,,209,1,,
2024-10-06 22:50:00,99,STATIC0010,,,,,15.4,999,15.6,,209,2.1,,
2024-10-06 23:00:00,99,STATIC0010,,,0,0.2,15.3,999,15.5,,226,1.7,,
2024-10-06 23:10:00,99,STATIC0010,,,,,15.3,999,15.5,,228,2.2,,
2024-10-06 23:20:00,99,STATIC0010,,,,,15.3,999.1,15.5,,236,0.8,,
2024-10-06 23:30:00,98,STATIC0010,,,,,15.1,999.1,15.4,,246,2.8,,
2024-10-06 23:40:00,98,STATIC0010,,,,,14.9,999.1,15.2,,227,1.8,,
2024-10-06 23:50:00,98,STATIC0010,,,,,14.8,999.2,15.1,,235,1.4,,
2024-10-07 00:00:00,98,STATIC0010,,,0.6,0.6,14.8,999.2,15.1,,,1.1,,
2024-10-07 00:10:00,98,STATIC0010,,,,,14.8,999.4,15.1,,226,1.4,,
2024-10-07 00:20:00,98,STATIC0010,,,,,14.6,999.5,14.9,,234,2.8,,
2024-10-07 00:30:00,97,STATIC0010,,,,,14.4,999.6,14.8,,240,2.1,,
2024-10-07 00:40:00,97,STATIC0010,,,,,14.3,999.7,14.8,,244,2,,
2024-10-07 00:50:00,97,STATIC0010,,,,,14.2,999.8,14.7,,243,1,,
2024-10-07 01:00:00,97,STATIC0010,,,0,0.6,14.1,999.8,14.5,,251,1.7,,
2024-10-07 01:10:00,97,STATIC0010,,,,,13.9,999.9,14.4,,249,2.2,,
2024-10-07 01:20:00,96,STATIC0010,,,,,13.7,1000,14.3,,245,0.5,,
2024-10-07 01:30:00,96,STATIC0010,,,,,13.6,1000.2,14.2,,229,1.2,,
2024-10-07 01:40:00,96,STATIC0010,,,,,13.5,1000.4,14.1,,230,1,,
2024-10-07 01:50:00,96,STATIC0010,,,,,13.4,1000.6,14,,237,0.8,,
2024-10-07 02:00:00,96,STATIC0010,,,0,0.6,13.3,1000.5,13.9,,237,0.3,,
2024-10-07 02:10:00,96,STATIC0010,,,,,13.1,1000.6,13.8,,242,0.1,,
2024-10-07 02:20:00,96,STATIC0010,,,,,13.1,1000.6,13.7,,225,0.5,,
2024-10-07 02:30:00,96,STATIC0010,,,,,12.9,1000.7,13.6,,0,0,,
2024-10-07 02:40:00,96,STATIC0010,,,,,12.9,1000.6,13.6,,0,0,,
2024-10-07 02:50:00,96,STATIC0010,,,,,12.9,1000.7,13.5,,148,0.1,,
2024-10-07 03:00:00,96,STATIC0010,,,0,,12.8,1000.6,13.4,,168,0,,
2024-10-07 03:10:00,97,STATIC0010,,,,,12.7,1000.6,13.3,,0,0,,
2024-10-07 03:20:00,97,STATIC0010,,,,,12.8,1000.7,13.3,,0,0,,
2024-10-07 03:30:00,97,STATIC0010,,,,,12.7,1000.7,13.2,,0,0,,
2024-10-07 03:40:00,97,STATIC0010,,,,,12.6,1000.8,13.1,,0,0,,
2024-10-07 03:50:00,97,STATIC0010,,,,,12.6,1000.8,13,,164,0,,
2024-10-07 04:00:00,97,STATIC0010,,,0,,12.4,1001.1,12.9,,156,0,,
2024-10-07 04:10:00,97,STATIC0010,,,,,12.3,1001.2,12.8,,167,0.3,,
2024-10-07 04:20:00,97,STATIC0010,,,,,12.3,1001.2,12.7,,184,1,,
2024-10-07 04:30:00,97,STATIC0010,,,,,12.2,1001,12.6,,215,0.2,,
2024-10-07 04:40:00,97,STATIC0010,,,,,12.1,1001.1,12.5,,167,0,,
2024-10-07 04:50:00,97,STATIC0010,,,,,12,1001.2,12.4,,171,0.3,,
2024-10-07 05:00:00,97,STATIC0010,,,0,,11.9,1001.3,12.3,,235,0,,
2024-10-07 05:10:00,97,STATIC0010,,,,,11.8,1001.3,12.3,,235,0.1,,
2024-10-07 05:20:00,97,STATIC0010,,,,,11.7,1001.3,12.2,,232,0.4,,
2024-10-07 05:30:00,97,STATIC0010,,,,,11.7,1001.4,12.1,,192,0.1,,
2024-10-07 05:40:00,98,STATIC0010,,,,,11.8,1001.4,12.2,,188,0.5,,
2024-10-07 05:50:00,97,STATIC0010,,,,,11.8,1001.5,12.2,,186,0.2,,
2024-10-07 06:00:00,97,STATIC0010,,,0,,11.7,1001.5,12.1,,203,0.2,,
2024-10-07 06:10:00,97,STATIC0010,,,,,11.6,1001.5,12.1,,161,0.1,,
2024-10-07 06:20:00,97,STATIC0010,,,,,11.4,1001.5,11.9,,164,0.1,,
2024-10-07 06:30:00,97,STATIC0010,,,,,11.3,1001.6,11.8,,0,0,,
2024-10-07 06:40:00,97,STATIC0010,,,,,11.2,1001.5,11.7,,0,0,,
2024-10-07 06:50:00,98,STATIC0010,,,,,11.5,1001.6,11.9,,0,0,,
2024-10-07 07:00:00,98,STATIC0010,,,0,,11.8,1001.6,12.2,,165,0,,
2024-10-07 07:10:00,98,STATIC0010,,,,,12.1,1001.6,12.4,,,0,,
2024-10-07 07:20:00,97,STATIC0010,,,,,12.2,1001.7,12.7,,0,0,,
2024-10-07 07:30:00,97,STATIC0010,,,,,12.4,1001.8,12.8,,155,0,,
2024-10-07 07:40:00,97,STATIC0010,,,,,12.4,1001.9,13,,206,0.3,,
2024-10-07 07:50:00,96,STATIC0010,,,,,12.5,1001.9,13.1,,214,0.6,,
2024-10-07 08:00:00,96,STATIC0010,,,0,,12.8,1002.3,13.3,,220,0.6,,
2024-10-07 08:10:00,96,STATIC0010,,,,,13,1002.3,13.7,,208,0.8,,
2024-10-07 08:20:00,95,STATIC0010,,,,,13.1,1002.6,13.8,,205,1.7,,
2024-10-07 08:30:00,95,STATIC0010,,,,,13.3,1002.7,14.1,,201,1.5,,
2024-10-07 08:40:00,94,STATIC0010,,,,,13.6,1002.8,14.4,,212,1,,
2024-10-07 08:50:00,93,STATIC0010,,,,,13.7,1002.9,14.8,,230,1.9,,
2024-10-07 09:00:00,92,STATIC0010,,,0,,13.8,1002.9,15.1,,242,2.4,,
2024-10-07 09:10:00,91,STATIC0010,,,,,13.3,1002.5,14.8,,249,3.2,,
2024-10-07 09:20:00,92,STATIC0010,,,,,13.7,1002.6,14.9,,,1,,
2024-10-07 09:30:00,91,STATIC0010,,,,,13.6,1002.5,15.1,,214,0.6,,
2024-10-07 09:40:00,92,STATIC0010,,,,,13.9,1002.6,15.3,,263,0.2,,
2024-10-07 09:50:00,91,STATIC0010,,,,,14.1,1002.7,15.6,,228,0.4,,
2024-10-07 10:00:00,89,STATIC0010,,,0,,14.2,1002.5,16,,198,1.3,,
2024-10-07 10:10:00,87,STATIC0010,,,,,14.2,1002.5,16.3,,204,0.6,,
2024-10-07 10:20:00,87,STATIC0010,,,,,14.1,1002.6,16.3,,191,1.3,,
2024-10-07 10:30:00,88,STATIC0010,,,,,14.4,1002.8,16.5,,165,0.4,,
2024-10-07 10:40:00,86,STATIC0010,,,,,14.4,1002.7,16.8,,188,1.1,,
2024-10-07 10:50:00,85,STATIC0010,,,,,14.5,1002.7,17.1,,197,1.1,,
2024-10-07 11:00:00,83,STATIC0010,,,0,,14.5,1002.7,17.3,,183,1.6,,
2024-10-07 11:10:00,82,STATIC0010,,,,,14.7,1002.6,17.8,,196,1,,
2024-10-07 11:20:00,79,STATIC0010,,,,,14.4,1002.5,18.1,,179,1.6,,
2024-10-07 11:30:00,77,STATIC0010,,,,,14,1002.5,18.1,,191,1,,
2024-10-07 11:40:00,79,STATIC0010,,,,,14.3,1002.5,18.1,,223,1.2,,
2024-10-07 11:50:00,77,STATIC0010,,,,,14.1,1002.4,18.2,,181,1.1,,
2024-10-07 12:00:00,76,STATIC0010,,,0,,14,1002.3,18.2,,183,0.8,,
