SiteEnergyUse(kBtu)
7226362.5
8387933.0
72587024.0
6794584.0
14172606.0
12086616.0
5758795.0
6298131.5
13723820.0
16016644.0
26941110.0
6596057.5
22325364.0
10750010.0
18588860.0
9956396.0
33556756.0
7606084.5
10154608.0
44984468.0
47859812.0
3663534.5
11343686.0
1310236.625
5328051.5
11061916.0
4456714.5
4145920.5
6668568.5
318364.8125
44731160.0
1650279.25
6186461.5
2951331.25
6994740.5
2158629.0
16163194.0
9536161.0
1247362.0
5071974.0
15026196.0
4841347.5
5348309.0
5401277.5
5284343.5
6715187.0
5827595.5
6836900.0
3234787.75
5337334.0
3375211.0
42792072.0
16402563.0
3706100.25
16701055.0
7258758.5
15473117.0
1049748.625
13795954.0
19459304.0
23658978.0
8141155.5
20955026.0
39605888.0
2726369.0
875943.3125
20723248.0
4166306.25
36667044.0
3476212.5
5155568.5
5448975.0
2646879.0
6219841.5
4897760.0
6357632.0
4253577.5
3611538.0
11765682.0
3242458.0
6505995.0
14641502.0
68090728.0
9363374.0
2010454.625
7946961.0
3059758.0
38301744.0
16319835.0
7475577.5
4253369.5
1950092.5
4116871.5
8355988.5
13071700.0
65336980.0
3242077.75
27717034.0
7265178.0
8765978.0
3191228.25
1381590.125
35891484.0
2100097.75
6744317.0
2944296.25
9230223.0
12265516.0
1851260.5
1377519.5
9373179.0
7548807.0
430473.6875
11171988.0
9472358.0
6197825.0
1677002.25
59757440.0
9436408.0
3928695.25
58761304.0
12726789.0
2411402.25
53466684.0
9134963.0
10557910.0
65047284.0
549181.375
10105379.0
1377627.0
11935719.0
3147042.0
2439484.75
4854429.5
6057410.0
62197176.0
3267564.0
28731502.0
25453690.0
24017770.0
26659244.0
14833476.0
10394330.0
1380293.625
3785282.5
9788717.0
5007401.0
18661606.0
24755086.0
40062888.0
40847752.0
30985420.0
3444270.0
7739699.0
3757006.0
14633233.0
27018020.0
8580279.0
39523852.0
17867002.0
3903259.75
4178233.5
18576900.0
10062436.0
24906132.0
44683660.0
24603420.0
1835804.875
3743228.5
18221224.0
41399504.0
32552428.0
9641043.0
45163308.0
41213584.0
69519808.0
8921778.0
61576184.0
21169502.0
13214416.0
13843866.0
2746560.75
6461937.0
28450436.0
30038490.0
4728488.5
4426136.0
7046345.5
873221.875
24224888.0
9765777.0
26823218.0
25307744.0
8218155.5
20361158.0
14913424.0
5357833.0
29949248.0
14293972.0
2933288.75
23262244.0
1809101.5
13656587.0
18967014.0
27076922.0
48479988.0
56485204.0
11688601.0
4383100.5
930611.875
3085814.0
5803409.0
3989399.0
4560492.0
18102026.0
53079164.0
33729336.0
56606136.0
6423556.5
5252131.0
18848780.0
6029020.0
7335905.5
37785552.0
11651200.0
2586116.0
6366084.5
5446624.0
52226204.0
3518459.5
6962073.0
3009463.75
14940504.0
9671619.0
7273155.5
49517704.0
26689658.0
19397324.0
4757299.5
4549892.0
13329024.0
14436982.0
5327249.5
2429021.0
20779796.0
17666646.0
19295226.0
4169431.5
13911761.0
21156670.0
55073120.0
9474745.0
16373232.0
1987934.625
2756214.75
763364.5
18309150.0
775729.1875
4342597.0
3063504.5
5661689.5
11319836.0
5134607.5
6029121.5
5535626.0
4742869.0
4224872.5
4695139.0
22394416.0
48406556.0
61762380.0
2991674.75
18390344.0
5671256.0
11594121.0
33713876.0
3238216.0
7851334.5
2767491.0
30083496.0
11963428.0
31371618.0
6917478.5
7519466.5
2755829.0
24395228.0
45252356.0
3415561.25
3632613.75
3493093.75
3484915.5
19165116.0
8422861.0
5697472.5
1090496.625
42709624.0
14512786.0
6522551.5
3574542.25
1396082.25
11521702.0
6876439.5
8773058.0
784364.5
9814820.0
13424079.0
17225444.0
8663691.0
4991360.5
3897738.0
5413418.0
11325513.0
8651835.0
52960796.0
7683885.0
1429146.375
1047461.0
4758198.0
227566.7031
17085344.0
465533.3125
1123943.0
1000796.875
7637986.0
318962.8125
402051.3125
5464762.0
8493420.0
1529510.25
2582687.0
1536998.25
519806.0938
1794187.25
2179719.75
325513.0
3684188.5
9357230.0
21795830.0
1061458.25
5094197.0
17695420.0
14715262.0
11054535.0
9058916.0
9937707.0
5444253.5
3181045.5
6062770.5
12232124.0
8024064.5
21027396.0
4855036.5
1988334.5
2603931.25
5135040.0
7290824.5
9080022.0
5450441.5
6361236.5
1124543.125
2225512.0
4636396.5
6963616.5
4765753.5
971155.625
1847401.0
11508035.0
15640994.0
6455828.5
47102428.0
6486377.5
1028376.875
1770027.5
2339814.25
2058955.25
3202213.0
6657348.5
2551022.25
2843033.5
2831565.5
3441643.25
22530168.0
19155416.0
13898181.0
5662234.0
1252323.875
711118.375
13133225.0
11195917.0
2830674.75
6606832.5
2853189.5
2178074.5
2094724.625
3570161.75
7655751.0
4336187.5
1904480.0
2371575.0
2153603.5
3978277.0
3155496.0
2244317.0
4374646.0
861972.875
1776411.75
2688675.75
1056782.125
5608600.5
2891605.0
9722890.0
25567108.0
5968153.5
63835192.0
3929371.0
5049446.5
74130576.0
7221482.5
1618110.375
2581741.75
2773647.5
8570571.0
19248732.0
8381834.5
2409429.0
20560622.0
39403320.0
25747022.0
56498868.0
2478025.25
17254810.0
5792926.0
5417598.0
14751117.0
15067340.0
8138616.5
3065954.5
2729167.75
5101504.5
9029489.0
20725996.0
15725581.0
13085297.0
16020642.0
5233553.5
4391348.0
8751704.0
22078064.0
12525174.0
2661488.0
2203026.5
25478086.0
27137190.0
802312.5
7857972.5
14856199.0
5514308.5
12729858.0
10053489.0
17186624.0
1262235.25
4515180.5
6797647.0
4946798.5
3241917.0
8384523.0
10287986.0
1015060.188
2417401.25
6468090.0
2848317.25
5197118.0
1791715.625
4912143.0
1555420.25
6858533.5
3639670.25
16865978.0
4817062.0
2346571.5
25631512.0
8873485.0
5481549.0
6859198.0
21042926.0
36436388.0
8655604.0
4750799.0
12029600.0
9343428.0
16540550.0
17750994.0
11480494.0
15878689.0
22104512.0
8303666.5
5177270.5
46510960.0
3686962.25
3775187.5
2443141.5
7802205.5
2886141.5
36378588.0
16246106.0
19036416.0
17074142.0
4585070.5
1968655.125
6758565.5
